signal_time,entry_time,direction,confidence,volume,entry_price,sl,tp,sl_pips,tp_pips,max_bars,bars_held,peak_pips,exit_time,exit_price,exit_reason,pnl_pips,pnl_dollars
2024-05-15 16:00:00,2024-05-15 16:15:00,buy,0.7491051600106836,0.01,155.376,155.431,155.67600000000002,10.0,30.0,2,1,15.500000000000114,2024-05-15 16:30:00,155.431,trail_sl,2.500000000000682,0.2500000000000682
2024-05-31 17:00:00,2024-05-31 17:15:00,buy,0.7503359145324354,0.01,156.67600000000002,156.776,156.97600000000003,10.0,30.0,2,1,19.999999999998863,2024-05-31 17:30:00,156.776,trail_sl,6.999999999999432,0.6999999999999432
2024-06-12 15:15:00,2024-06-12 15:30:00,sell,0.6130355392774546,0.01,156.308,156.166,156.00799999999998,10.0,30.0,1,1,24.199999999999022,2024-06-12 15:45:00,156.166,trail_sl,11.19999999999959,1.119999999999959
2024-07-05 16:15:00,2024-07-05 16:30:00,buy,0.6195051624378368,0.01,160.94400000000002,161.226,161.24400000000003,10.0,30.0,1,1,38.19999999999766,2024-07-05 16:45:00,161.226,trail_sl,25.199999999998226,2.519999999999823
2024-07-08 00:00:00,2024-07-08 00:15:00,sell,0.8773778758900441,0.01,160.69299999999998,160.79299999999998,160.39299999999997,10.0,30.0,4,1,0.0,2024-07-08 00:30:00,160.79299999999998,trail_sl,-12.999999999999432,-1.2999999999999432
2024-07-11 17:00:00,2024-07-11 17:15:00,buy,0.7136842916517526,0.01,158.75400000000002,158.65400000000002,159.05400000000003,10.0,30.0,2,1,0.0,2024-07-11 17:30:00,158.65400000000002,trail_sl,-12.999999999999432,-1.2999999999999432
2024-07-12 02:45:00,2024-07-12 03:00:00,buy,0.6001956228075311,0.01,158.747,158.64700000000002,159.04700000000003,10.0,30.0,1,1,13.199999999997658,2024-07-12 03:15:00,158.64700000000002,trail_sl,-12.999999999999432,-1.2999999999999432
2024-07-12 03:45:00,2024-07-12 04:00:00,buy,0.6449012575377326,0.01,159.23000000000002,159.13000000000002,159.53000000000003,10.0,30.0,1,1,6.399999999999295,2024-07-12 04:15:00,159.13000000000002,trail_sl,-12.999999999999432,-1.2999999999999432
2024-07-12 05:15:00,2024-07-12 05:30:00,sell,0.7247388886395507,0.01,159.292,159.392,158.992,10.0,30.0,2,2,3.999999999999204,2024-07-12 06:00:00,159.268,bar_end,-0.599999999999909,-0.05999999999999091
2024-07-12 16:15:00,2024-07-12 16:30:00,buy,0.6072490357199396,0.01,158.31300000000002,158.21300000000002,158.61300000000003,10.0,30.0,1,1,14.699999999999136,2024-07-12 16:45:00,158.302,bar_end,-4.10000000000241,-0.410000000000241
2024-07-12 17:00:00,2024-07-12 17:15:00,buy,0.787773227158027,0.01,157.863,157.763,158.163,10.0,30.0,2,1,6.000000000000227,2024-07-12 17:30:00,157.763,trail_sl,-12.999999999999432,-1.2999999999999432
2024-07-12 18:00:00,2024-07-12 18:15:00,sell,0.6049084050530873,0.01,157.856,157.956,157.55599999999998,10.0,30.0,1,1,6.999999999999318,2024-07-12 18:30:00,157.879,bar_end,-5.2999999999996135,-0.5299999999999614
2024-07-17 08:00:00,2024-07-17 08:15:00,sell,0.6102078525262102,0.01,158.167,158.267,157.867,10.0,30.0,1,1,3.2000000000010687,2024-07-17 08:30:00,158.142,bar_end,-0.49999999999943157,-0.04999999999994316
2024-07-18 16:00:00,2024-07-18 16:15:00,buy,0.641988927465142,0.01,156.526,156.42600000000002,156.82600000000002,10.0,30.0,1,1,2.2999999999996135,2024-07-18 16:30:00,156.451,bar_end,-10.500000000001705,-1.0500000000001706
2024-07-18 16:30:00,2024-07-18 16:45:00,buy,0.6606834079334781,0.01,156.613,156.513,156.913,10.0,30.0,1,1,12.399999999999523,2024-07-18 17:00:00,156.662,bar_end,1.9000000000006594,0.19000000000006595
2024-07-24 14:45:00,2024-07-24 15:00:00,sell,0.6562403514564714,0.01,154.071,154.003,153.771,10.0,30.0,1,1,16.800000000000637,2024-07-24 15:15:00,154.003,trail_sl,3.800000000001205,0.3800000000001205
2024-07-25 03:45:00,2024-07-25 04:00:00,buy,0.6082788163293824,0.01,153.18,153.08,153.48000000000002,10.0,30.0,1,1,0.0,2024-07-25 04:15:00,153.08,trail_sl,-12.999999999999432,-1.2999999999999432
