signal_time,entry_time,direction,confidence,volume,entry_price,sl,tp,sl_pips,tp_pips,max_bars,bars_held,peak_pips,exit_time,exit_price,exit_reason,pnl_pips,pnl_dollars
2024-05-15 16:00:00,2024-05-15 16:00:00,buy,0.6065946417789283,0.01,155.12099999999998,155.264,155.421,10.0,30.0,1,1,24.300000000002342,2024-05-15 16:15:00,155.264,trail_sl,12.50000000000291,1.250000000000291
2024-05-31 17:00:00,2024-05-31 17:00:00,buy,0.8198571327633821,0.01,156.65299999999996,156.776,156.95299999999997,10.0,30.0,4,2,22.30000000000416,2024-05-31 17:30:00,156.776,trail_sl,10.500000000004729,1.050000000000473
2024-07-03 17:15:00,2024-07-03 17:15:00,buy,0.6685195501028393,0.01,161.248,161.148,161.548,10.0,30.0,1,1,10.600000000002296,2024-07-03 17:30:00,161.148,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-11 15:00:00,2024-07-11 15:00:00,sell,0.8901273152612876,0.01,161.58100000000002,158.59799999999998,161.281,10.0,30.0,4,2,308.3000000000027,2024-07-11 15:30:00,158.59799999999998,trail_sl,296.50000000000324,29.650000000000322
2024-07-11 16:30:00,2024-07-11 16:30:00,buy,0.6380489480458743,0.01,158.65899999999996,158.55899999999997,158.95899999999997,10.0,30.0,1,1,11.400000000003274,2024-07-11 16:45:00,158.55899999999997,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-15 00:00:00,2024-07-15 00:00:00,sell,0.611145105480212,0.01,158.08500000000004,158.18500000000003,157.78500000000003,10.0,30.0,1,1,0.0,2024-07-15 00:15:00,158.157,bar_end,-8.999999999997431,-0.8999999999997431
2024-07-15 00:45:00,2024-07-15 00:45:00,sell,0.6084325788971146,0.01,158.11700000000002,158.217,157.817,10.0,30.0,1,1,13.900000000001,2024-07-15 01:00:00,158.217,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-25 04:30:00,2024-07-25 04:30:00,buy,0.6962940021260775,0.01,152.70999999999998,152.883,153.01,10.0,30.0,1,1,27.300000000002456,2024-07-25 04:45:00,152.883,trail_sl,15.500000000003023,1.5500000000003025
2024-07-25 04:45:00,2024-07-25 04:45:00,buy,0.614234090268162,0.01,152.87699999999998,152.777,153.177,10.0,30.0,1,1,0.0,2024-07-25 05:00:00,152.777,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-25 15:00:00,2024-07-25 15:00:00,buy,0.8749850164849686,0.01,152.66899999999998,152.77700000000002,152.969,10.0,30.0,4,1,20.800000000002683,2024-07-25 15:15:00,152.77700000000002,trail_sl,9.00000000000325,0.9000000000003252
2024-07-25 15:15:00,2024-07-25 15:15:00,buy,0.8795261833685004,0.01,152.85199999999998,153.624,153.152,10.0,30.0,4,1,87.20000000000141,2024-07-25 15:30:00,153.624,trail_sl,75.40000000000198,7.540000000000198
2024-07-25 15:30:00,2024-07-25 15:30:00,buy,0.6092749819870277,0.01,153.08399999999997,153.64000000000001,153.384,10.0,30.0,1,1,65.60000000000343,2024-07-25 15:45:00,153.64000000000001,trail_sl,53.800000000004005,5.3800000000004005
2024-07-25 17:00:00,2024-07-25 17:00:00,buy,0.7714945191368786,0.01,153.26799999999997,153.454,153.56799999999998,10.0,30.0,2,1,28.60000000000298,2024-07-25 17:15:00,153.454,trail_sl,16.800000000003546,1.6800000000003548
2024-07-26 03:00:00,2024-07-26 03:00:00,buy,0.6086278163699841,0.01,153.617,153.517,153.917,10.0,30.0,1,1,8.500000000000796,2024-07-26 03:15:00,153.517,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-26 11:00:00,2024-07-26 11:00:00,buy,0.6848932007410732,0.01,154.00499999999997,154.16400000000002,154.30499999999998,10.0,30.0,1,1,25.900000000004297,2024-07-26 11:15:00,154.16400000000002,trail_sl,14.100000000004865,1.4100000000004866
2024-07-29 03:00:00,2024-07-29 03:00:00,sell,0.6007179932354489,0.01,154.223,154.323,153.923,10.0,30.0,1,1,14.500000000001023,2024-07-29 03:15:00,154.161,bar_end,4.4000000000011825,0.44000000000011824
2024-07-31 06:00:00,2024-07-31 06:00:00,buy,0.840805104057068,0.01,152.712,152.882,153.012,10.0,30.0,4,1,27.000000000001023,2024-07-31 06:15:00,152.882,trail_sl,15.200000000001591,1.5200000000001592
2024-07-31 06:15:00,2024-07-31 06:15:00,buy,0.8605264040284842,0.01,152.81599999999997,152.71599999999998,153.11599999999999,10.0,30.0,4,1,5.400000000003047,2024-07-31 06:30:00,152.71599999999998,trail_sl,-11.799999999999432,-1.179999999999943
