timestamp,equity
2017-01-02,10027.570722112345
2017-01-03,10092.150038388747
2017-01-04,10168.455648096837
2017-01-05,10059.697842943771
2017-01-06,9980.789922153037
2017-01-09,9997.30662602327
2017-01-10,9956.751189660843
2017-01-11,9996.702163319605
2017-01-12,9977.235300247297
2017-01-13,9998.128798725103
2017-01-16,10003.095198513829
2017-01-17,9883.748439203719
2017-01-18,9713.291417125272
2017-01-19,9775.502282101086
2017-01-20,9846.362599579645
2017-01-23,9737.495250657157
2017-01-24,9777.083860452478
2017-01-25,9843.775020379175
2017-01-26,9832.06169439902
2017-01-27,9851.801149473642
2017-01-30,9759.628830148235
2017-01-31,9733.494192038674
2017-02-01,9750.967404755203
2017-02-02,9718.10399964511
2017-02-03,9768.73165765188
2017-02-06,9756.962612800631
2017-02-07,9719.537087721857
2017-02-08,9731.801220244297
2017-02-09,9761.333066813908
2017-02-10,9878.019279146849
2017-02-13,9939.17088116862
2017-02-14,9932.559497489547
2017-02-15,10026.033868785411
2017-02-16,10042.60090600425
2017-02-17,9990.93757867509
2017-02-20,9977.139725556528
2017-02-21,10032.732393528788
2017-02-22,10024.713686554767
2017-02-23,10013.177390397643
2017-02-24,9972.514043180212
2017-02-27,9971.98513392306
2017-02-28,9925.3017330566
2017-03-01,10078.897400680971
2017-03-02,10010.491402540658
2017-03-03,9969.352559339686
2017-03-06,9880.557260884305
2017-03-07,9878.006953817592
2017-03-08,9810.79961541977
2017-03-09,9763.96824435888
2017-03-10,9790.992102135498
2017-03-13,9774.826771651482
2017-03-14,9759.182185312542
2017-03-15,9822.56183518182
2017-03-16,9787.45629193899
2017-03-17,9763.871508315447
2017-03-20,9722.925750858618
2017-03-21,9618.170356433455
2017-03-22,9504.425736458486
2017-03-23,9540.394152102785
2017-03-24,9524.944653254875
2017-03-27,9487.442167136856
2017-03-28,9570.12675728195
2017-03-29,9623.784515073447
2017-03-30,9618.338486177825
2017-03-31,9582.005564141502
2017-04-03,9523.458584625496
2017-04-04,9562.27304625078
2017-04-05,9555.073468101127
2017-04-06,9562.092958176696
2017-04-07,9553.760208798325
2017-04-10,9560.154921472482
2017-04-11,9549.35675148266
2017-04-12,9532.968431858784
2017-04-13,9470.863355924697
2017-04-14,9492.53482172408
2017-04-17,9518.642660495809
2017-04-18,9393.28380943432
2017-04-19,9265.64250539895
2017-04-20,9331.401187444584
2017-04-21,9292.169618694865
2017-04-24,9344.335572499016
2017-04-25,9391.598405979852
2017-04-26,9351.46657343114
2017-04-27,9373.131669690398
2017-04-28,9388.829009437186
2017-05-01,9406.766207739744
2017-05-02,9397.758542242002
2017-05-03,9359.935785121103
2017-05-04,9424.091325996413
2017-05-05,9487.815342615611
2017-05-08,9438.859690115361
2017-05-09,9474.454918806088
2017-05-10,9461.368441212475
2017-05-11,9429.57915121274
2017-05-12,9398.131370171432
2017-05-15,9362.46062223799
2017-05-16,9324.277436311255
2017-05-17,9078.699499270457
2017-05-18,9046.935986599216
2017-05-19,9065.677232132228
2017-05-22,9076.049940255041
2017-05-23,9070.194080464493
2017-05-24,9064.437916270997
2017-05-25,9064.065301450459
2017-05-26,9078.864124968455
2017-05-29,9039.668726700811
2017-05-30,8985.17773536083
2017-05-31,8990.402111564537
2017-06-01,9107.073892938322
2017-06-02,9182.143994241585
2017-06-05,9196.50763220257
2017-06-06,9119.854717900025
2017-06-07,9126.806298633046
2017-06-08,9119.742849806838
2017-06-09,9100.74356480276
2017-06-12,9051.399463119638
2017-06-13,9060.371255324924
2017-06-14,9078.26288094423
2017-06-15,9023.322358613339
2017-06-16,8995.091338944729
2017-06-19,9140.026214816824
2017-06-20,9099.833384166175
2017-06-21,9154.119364423344
2017-06-22,9143.95924410072
2017-06-23,9105.110408045679
2017-06-26,9122.665631537933
2017-06-27,9003.590455591555
2017-06-28,9060.991460351766
2017-06-29,8991.51845210077
2017-06-30,8933.773326937773
2017-07-03,8966.414877165478
2017-07-04,8942.479351347883
2017-07-05,8929.620757763536
2017-07-06,8852.602924925297
2017-07-07,8977.282637741566
2017-07-10,9025.545720207061
2017-07-11,9006.548743594096
2017-07-12,8989.047082598192
2017-07-13,8985.485151300438
2017-07-14,8995.369309829692
2017-07-17,9028.046294530388
2017-07-18,8940.213098908316
2017-07-19,9042.441197192995
2017-07-20,9040.937497814823
2017-07-21,9087.157000479901
2017-07-24,9081.04374445735
2017-07-25,9131.240188066518
2017-07-26,9210.204486853212
2017-07-27,9314.555685139943
2017-07-28,9221.918762123792
2017-07-31,9275.712700695192
2017-08-01,9314.199599010442
2017-08-02,9257.316083314792
2017-08-03,9250.539898259445
2017-08-04,9267.922376175367
2017-08-07,9234.599908906706
2017-08-08,9222.322335094052
2017-08-09,9109.14743454398
2017-08-10,8962.399628079434
2017-08-11,8907.221289149385
2017-08-14,8989.282018996078
2017-08-15,8930.174511253053
2017-08-16,8963.805784019249
2017-08-17,8993.79149210092
2017-08-18,8918.684032885722
2017-08-21,8996.288913973907
2017-08-22,9052.996248096393
2017-08-23,9041.89868329853
2017-08-24,9094.788683020068
2017-08-25,9096.39619202364
2017-08-28,9218.664083523907
2017-08-29,9258.9127680196
2017-08-30,9268.363985005171
2017-08-31,9293.196219095202
2017-09-01,9393.338480844388
2017-09-04,9399.892639665368
2017-09-05,9389.838393323393
2017-09-06,9368.285576882814
2017-09-07,9478.426172400325
2017-09-08,9470.279878554156
2017-09-11,9425.78605483048
2017-09-12,9389.900820846839
2017-09-13,9344.136764303035
2017-09-14,9262.66661146578
2017-09-15,9278.279849541812
2017-09-18,9251.127278338077
2017-09-19,9209.910886488537
2017-09-20,9277.42007403008
2017-09-21,9179.827426583532
2017-09-22,9211.788530768163
2017-09-25,9239.569117235122
2017-09-26,9120.93247265815
2017-09-27,9114.385468981722
2017-09-28,9089.61157876704
2017-09-29,9128.39530675656
2017-10-02,9091.764442943799
2017-10-03,9048.231915446062
2017-10-04,9063.372494307394
2017-10-05,9174.378587364246
2017-10-06,9038.963370115878
2017-10-09,9044.012215448383
2017-10-10,9072.511872734283
2017-10-11,9156.826577115016
2017-10-12,9177.388400227735
2017-10-13,9207.54866499986
2017-10-16,9263.391180641931
2017-10-17,9240.019877223369
2017-10-18,9250.338026103967
2017-10-19,9266.203681392797
2017-10-20,9339.302081075119
2017-10-23,9324.528563001959
2017-10-24,9369.68938368174
2017-10-25,9336.06234436082
2017-10-26,9429.044945766218
2017-10-27,9490.316888126528
2017-10-30,9450.415307834886
2017-10-31,9480.712231998285
2017-11-01,9558.036726022512
2017-11-02,9594.623454447865
2017-11-03,9628.63645653247
2017-11-06,9728.13775844316
2017-11-07,9674.007580789019
2017-11-08,9703.106075654896
2017-11-09,9623.92738899256
2017-11-10,9528.968759538646
2017-11-13,9523.610530706657
2017-11-14,9419.270797371453
2017-11-15,9334.519593858286
2017-11-17,9476.866139345444
2017-11-20,9439.288122279324
2017-11-21,9569.602449050968
2017-11-22,9557.494473375424
2017-11-23,9528.295000707498
2017-11-24,9552.972013411885
2017-11-27,9564.380514953757
2017-11-28,9591.61572755759
2017-11-29,9522.995039206355
2017-11-30,9584.146123834616
2017-12-01,9684.22857515241
2017-12-04,9537.93769347656
2017-12-05,9491.16452380291
2017-12-06,9373.442860094203
2017-12-07,9478.926538267859
2017-12-08,9635.092398207824
2017-12-11,9654.568877331929
2017-12-12,9618.079958908414
2017-12-13,9533.981060468817
2017-12-14,9513.402914422079
2017-12-15,9515.334223555834
2017-12-18,9532.575786902047
2017-12-19,9545.61329933652
2017-12-20,9581.181835198482
2017-12-21,9621.348972524405
2017-12-22,9607.967182720813
2017-12-25,9602.77051510259
2017-12-26,9582.938988833843
2017-12-27,9574.13716628763
2017-12-28,9584.347573998775
2017-12-29,9554.292000045805
2018-01-02,9608.886464111445
2018-01-03,9734.475911978425
2018-01-04,9778.185711211436
2018-01-05,9855.411672207645
2018-01-08,9889.823572913185
2018-01-09,9918.263890463342
2018-01-10,9858.15053183079
2018-01-11,9830.20164217044
2018-01-12,10000.194279359703
2018-01-15,10094.22273735559
2018-01-16,10155.307294713773
2018-01-17,10206.853859194647
2018-01-18,10156.59797157724
2018-01-19,10225.887610445188
2018-01-22,10240.367615934629
2018-01-23,10383.324509653916
2018-01-24,10497.584953550317
2018-01-25,10566.702531514542
2018-01-26,10592.754415645079
2018-01-29,10548.204601101177
2018-01-30,10243.351062106567
2018-01-31,10248.66538992327
2018-02-01,10296.805450771553
2018-02-02,10177.738487779052
2018-02-05,9749.684183786301
2018-02-06,9563.686520151206
2018-02-07,9479.604086988114
2018-02-08,9376.83885872683
2018-02-09,9333.300286366088
2018-02-12,9318.403263825801
2018-02-13,9340.118148379903
2018-02-14,9401.17931069472
2018-02-15,9460.884373826373
2018-02-16,9489.701123403938
2018-02-19,9465.230360712676
2018-02-20,9432.905230377262
2018-02-21,9397.805130891153
2018-02-22,9407.568373859882
2018-02-23,9446.389526390916
2018-02-26,9432.447109064386
2018-02-27,9392.631303723754
2018-02-28,9352.842470050964
2018-03-01,9326.470709418738
2018-03-02,9373.716048976119
2018-03-05,9416.783673464168
2018-03-06,9402.178350956496
2018-03-07,9399.015434355753
2018-03-08,9333.489855822669
2018-03-09,9337.223538873079
2018-03-12,9287.689800262378
2018-03-13,9316.305583045692
2018-03-14,9346.17453610034
2018-03-15,9341.959560906835
2018-03-16,9354.742250824751
2018-03-19,9376.706548821372
2018-03-20,9406.11623777274
2018-03-21,9400.88574898993
2018-03-22,9396.65260305498
2018-03-23,9467.914804080025
2018-03-26,9478.293752045693
2018-03-27,9430.476120225174
2018-03-28,9419.302517243921
2018-03-29,9368.677414575573
2018-03-30,9351.169256801539
2018-04-02,9361.459755440055
2018-04-03,9393.932378026346
2018-04-04,9370.954127076115
2018-04-05,9317.2625221736
2018-04-06,9288.788734561438
2018-04-09,9306.19865276441
2018-04-10,9351.07380735397
2018-04-11,9364.407247422974
2018-04-12,9361.865587433358
2018-04-13,9379.583066599878
2018-04-16,9339.318498461196
2018-04-17,9370.146453724066
2018-04-18,9404.16509423984
2018-04-19,9373.869285586657
2018-04-20,9352.412952692262
2018-04-23,9335.12761620371
2018-04-24,9280.835619171537
2018-04-25,9307.884183492999
2018-04-26,9321.04189851575
2018-04-27,9322.223921686022
2018-04-30,9299.717694625977
2018-05-01,9267.172595604367
2018-05-02,9252.810610731407
2018-05-03,9244.520080412854
2018-05-04,9271.505039253252
2018-05-07,9315.511427744554
2018-05-08,9280.079816136082
2018-05-09,9388.462795933856
2018-05-10,9393.89692832854
2018-05-11,9353.985081136881
2018-05-14,9375.30530592787
2018-05-15,9400.263360866613
2018-05-16,9452.640580480682
2018-05-17,9430.102649618373
2018-05-18,9416.349144032678
2018-05-21,9415.727943613865
2018-05-22,9371.821761652463
2018-05-23,9336.0333514692
2018-05-24,9277.984841974008
2018-05-25,9184.132615758466
2018-05-28,9186.920228166677
2018-05-29,9166.382117505522
2018-05-30,9288.578934333245
2018-05-31,9169.01729999493
2018-06-01,9148.884498038517
2018-06-04,9118.697051573281
2018-06-05,9088.413989871984
2018-06-06,9063.97896108522
2018-06-07,9102.312496672452
2018-06-08,9083.133286091566
2018-06-11,9088.118468761213
2018-06-12,9089.192402377803
2018-06-13,9111.167469889304
2018-06-14,9071.001714561355
2018-06-15,9075.892529065542
2018-06-18,9090.081157335875
2018-06-19,9059.705571955616
2018-06-20,9104.449761386708
2018-06-21,9095.104599894397
2018-06-22,9113.20935979405
2018-06-25,9028.481682054431
2018-06-26,9066.086954452221
2018-06-27,9123.639193440578
2018-06-28,9211.651376004187
2018-06-29,9212.951479136429
2018-07-02,9163.472986310975
2018-07-03,9172.26169790148
2018-07-04,9126.706772390597
2018-07-05,9110.650193500536
2018-07-06,9107.089690386669
2018-07-09,9064.320537490776
2018-07-10,9075.742446621913
2018-07-11,9036.4614558339
2018-07-12,9080.240430970425
2018-07-13,9107.0698448968
2018-07-16,9049.216099201512
2018-07-17,9073.082828763005
2018-07-18,9135.215908199543
2018-07-19,9179.687738178427
2018-07-20,9153.304533671992
2018-07-23,9045.195899097567
2018-07-24,9069.52058085568
2018-07-25,9027.97312164537
2018-07-26,9001.471086304988
2018-07-27,9054.4860290269
2018-07-30,9035.812203032949
2018-07-31,8982.382201112981
2018-08-01,9038.056086494707
2018-08-02,9042.766712714185
2018-08-03,9075.71380612527
2018-08-06,9126.897637333961
2018-08-07,9151.992996384002
2018-08-08,9119.650413956808
2018-08-09,9150.02734833219
2018-08-10,9212.301726839667
2018-08-13,9344.770325174815
2018-08-14,9370.510247769405
2018-08-15,9531.980444222603
2018-08-16,9514.063403401138
2018-08-17,9483.385142784404
2018-08-20,9384.630802330521
2018-08-21,9324.819499365325
2018-08-22,9227.937834997398
2018-08-23,9263.001812947525
2018-08-24,9268.733030466608
2018-08-27,9182.73365093649
2018-08-28,9184.745908970493
2018-08-29,9250.528564178589
2018-08-30,9214.355303656015
2018-08-31,9271.908624263404
2018-09-03,9318.335036250102
2018-09-04,9334.954469895
2018-09-05,9291.232160095498
2018-09-06,9213.979737190084
2018-09-07,9268.281676983845
2018-09-10,9281.242516707052
2018-09-11,9279.113835216149
2018-09-12,9218.873600004696
2018-09-13,9169.221530795463
2018-09-14,9177.856088039025
2018-09-17,9176.277414476954
2018-09-18,9174.749908709642
2018-09-19,9106.403203433214
2018-09-20,9036.748336948658
2018-09-21,9007.110819790143
2018-09-24,9063.993493501664
2018-09-25,9055.779705325565
2018-09-26,9050.814238772076
2018-09-27,9092.371689355663
2018-09-28,9074.179936769282
2018-10-01,9158.673121680073
2018-10-02,9120.526699559523
2018-10-03,9174.577892023957
2018-10-04,9135.356543667274
2018-10-05,9089.622013516166
2018-10-08,9183.675695983033
2018-10-09,9150.392311732516
2018-10-10,9005.756254099275
2018-10-11,8833.719143408907
2018-10-12,8779.184970903218
2018-10-15,8792.278313637024
2018-10-16,8743.56577168776
2018-10-17,8731.286036767577
2018-10-18,8736.361028606416
2018-10-19,8746.517576766097
2018-10-22,8761.088164193112
2018-10-23,8790.450918277178
2018-10-24,8790.536876769813
2018-10-25,8801.848172421736
2018-10-26,8823.631623030444
2018-10-29,8782.59641500386
2018-10-30,8768.35474917839
2018-10-31,8728.947292256571
2018-11-01,8702.644910491183
2018-11-02,8572.709445474613
2018-11-05,8641.244305706154
2018-11-06,8627.832025832855
2018-11-07,8600.251199746557
2018-11-08,8598.970190082237
2018-11-09,8670.065885202019
2018-11-12,8706.5590157378
2018-11-13,8861.898182741003
2018-11-14,8914.49143433177
2018-11-15,8869.25684741453
2018-11-16,8849.910610065359
2018-11-19,8820.860213142889
2018-11-20,8924.335627452094
2018-11-21,8882.351799908909
2018-11-22,8897.844964103879
2018-11-23,8851.355649898134
2018-11-26,8779.610223731697
2018-11-27,8812.6341026601
2018-11-28,8881.72556149731
2018-11-29,8801.31172049604
2018-11-30,8844.965792611203
2018-12-03,8747.530048081013
2018-12-04,8775.645923430646
2018-12-05,8805.540868002707
2018-12-06,8933.216948218545
2018-12-07,8869.703605450908
2018-12-10,8973.383798486999
2018-12-11,8982.204600347684
2018-12-12,8937.195157596905
2018-12-13,8827.37157823202
2018-12-14,8888.131352764796
2018-12-17,8939.275392194279
2018-12-18,9093.567351934496
2018-12-19,9053.465283363465
2018-12-20,9170.758889192877
