fold,component,train_start,train_end,fit_start,fit_end,n_train_rows,n_test_rows
0,feature_scaler,2024-01-08 22:15:00,2024-02-07 22:15:00,2024-01-08 22:15:00,2024-02-07 22:15:00,2058,675
0,classifier,2024-01-08 22:15:00,2024-02-07 22:15:00,2024-01-08 22:15:00,2024-02-07 22:15:00,2058,675
