bar,equity,w_EURUSD,w_GBPUSD,w_USDJPY,w_XAUUSD,lots_EURUSD,lots_GBPUSD,lots_USDJPY,lots_XAUUSD
2026-06-15 16:00:00,3000.0,-0.1403,-0.0364,0.5341,-0.128,0.0,0.0,0.02,0.0
