time,symbol,position_change,new_position
2010-01-04 00:00:00,EURUSD,0.031693,-0.085385
2010-01-04 00:00:00,GBPUSD,0.018274,-0.065148
2010-01-04 00:00:00,GOLD,0.311723,0.311723
2010-01-07 00:00:00,GBPUSD,-0.019341,-0.08449
2010-01-07 00:00:00,GOLD,0.072419,0.384143
2010-01-12 00:00:00,EURUSD,0.033414,-0.051972
2010-01-12 00:00:00,GBPUSD,0.017073,-0.067416
2010-01-13 00:00:00,GBPUSD,0.020567,-0.046849
2010-01-14 00:00:00,EURUSD,0.025501,-0.02647
2010-01-14 00:00:00,GBPUSD,0.017134,-0.029715
2010-01-15 00:00:00,USDJPY,-0.035223,-0.002303
2010-01-18 00:00:00,EURUSD,-0.027392,-0.053862
2010-01-18 00:00:00,GBPUSD,0.020235,-0.00948
2010-01-18 00:00:00,GOLD,-0.384143,0.0
2010-01-19 00:00:00,GBPUSD,0.014662,0.005182
2010-01-19 00:00:00,GOLD,0.464863,0.464863
2010-01-20 00:00:00,EURUSD,-0.038395,-0.092257
2010-01-20 00:00:00,USDJPY,-0.021436,-0.023738
2010-01-21 00:00:00,EURUSD,-0.030275,-0.122532
2010-01-21 00:00:00,GOLD,-0.114177,0.350685
2010-01-22 00:00:00,USDJPY,-0.036596,-0.060335
2010-01-25 00:00:00,EURUSD,-0.034475,-0.157006
2010-01-25 00:00:00,GOLD,-0.067881,0.282805
2010-01-26 00:00:00,GBPUSD,-0.014502,-0.00932
2010-01-26 00:00:00,USDJPY,-0.025834,-0.086169
2010-01-27 00:00:00,EURUSD,-0.03143,-0.188436
2010-01-28 00:00:00,USDJPY,-0.02537,-0.111538
2010-01-29 00:00:00,EURUSD,-0.031074,-0.21951
2010-01-29 00:00:00,GBPUSD,-0.025434,-0.034754
2010-01-29 00:00:00,GOLD,-0.078718,0.204086
2010-02-01 00:00:00,GBPUSD,-0.018097,-0.052852
2010-02-03 00:00:00,EURUSD,-0.028134,-0.247645
2010-02-03 00:00:00,GBPUSD,-0.028108,-0.08096
2010-02-04 00:00:00,GBPUSD,-0.024376,-0.105335
2010-02-04 00:00:00,GOLD,-0.062371,0.141716
2010-02-05 00:00:00,GBPUSD,-0.030533,-0.135869
2010-02-08 00:00:00,EURUSD,-0.034094,-0.281739
2010-02-08 00:00:00,GBPUSD,-0.035986,-0.171855
2010-02-08 00:00:00,USDJPY,-0.037064,-0.148602
2010-02-08 00:00:00,GOLD,-0.07565,0.066066
2010-02-10 00:00:00,GBPUSD,-0.024813,-0.196667
2010-02-11 00:00:00,EURUSD,-0.025503,-0.307242
2010-02-15 00:00:00,EURUSD,-0.170877,-0.478119
2010-02-15 00:00:00,GBPUSD,-0.115611,-0.312279
2010-02-15 00:00:00,USDJPY,-0.080428,-0.229031
2010-02-15 00:00:00,GOLD,-0.066066,0.0
2010-02-16 00:00:00,EURUSD,0.144886,-0.333233
2010-02-16 00:00:00,GBPUSD,0.109038,-0.203241
2010-02-16 00:00:00,USDJPY,0.070369,-0.158661
2010-02-16 00:00:00,GOLD,0.118457,0.118457
2010-02-17 00:00:00,USDJPY,0.030983,-0.127678
2010-02-18 00:00:00,USDJPY,0.044022,-0.083657
2010-02-18 00:00:00,GOLD,0.060365,0.178822
2010-02-19 00:00:00,USDJPY,0.020924,-0.062733
2010-02-22 00:00:00,GBPUSD,-0.02549,-0.228731
2010-02-23 00:00:00,GBPUSD,-0.019777,-0.248509
2010-02-24 00:00:00,GBPUSD,-0.020719,-0.269227
2010-02-25 00:00:00,EURUSD,-0.028508,-0.361741
2010-02-25 00:00:00,USDJPY,-0.039962,-0.102694
2010-02-26 00:00:00,GBPUSD,-0.023966,-0.293194
2010-02-26 00:00:00,USDJPY,-0.031357,-0.134052
2010-03-01 00:00:00,USDJPY,-0.022918,-0.15697
2010-03-01 00:00:00,GOLD,0.069489,0.248311
2010-03-02 00:00:00,USDJPY,-0.028672,-0.185641
2010-03-03 00:00:00,GBPUSD,-0.015285,-0.308479
2010-03-03 00:00:00,USDJPY,-0.031031,-0.216672
2010-03-03 00:00:00,GOLD,0.063343,0.311654
2010-03-04 00:00:00,GBPUSD,-0.017829,-0.326308
2010-03-05 00:00:00,USDJPY,0.033938,-0.182734
2010-03-08 00:00:00,GBPUSD,-0.014828,-0.341136
2010-03-10 00:00:00,GBPUSD,-0.026614,-0.36775
2010-03-10 00:00:00,USDJPY,0.035218,-0.147516
2010-03-12 00:00:00,USDJPY,0.025103,-0.122413
2010-03-15 00:00:00,GBPUSD,0.01812,-0.34963
2010-03-16 00:00:00,EURUSD,0.053554,-0.308187
2010-03-16 00:00:00,GBPUSD,0.047859,-0.301771
2010-03-17 00:00:00,GBPUSD,0.023154,-0.278616
2010-03-22 00:00:00,EURUSD,-0.036818,-0.345005
2010-03-22 00:00:00,GBPUSD,0.015419,-0.263197
2010-03-24 00:00:00,EURUSD,-0.052114,-0.397119
2010-03-24 00:00:00,GBPUSD,-0.030592,-0.293789
2010-03-24 00:00:00,USDJPY,0.078602,-0.043811
2010-03-24 00:00:00,GOLD,-0.091935,0.219719
2010-03-25 00:00:00,GBPUSD,-0.024623,-0.318412
2010-03-25 00:00:00,USDJPY,0.049331,0.00552
2010-03-26 00:00:00,USDJPY,0.039089,0.044609
2010-03-29 00:00:00,USDJPY,0.032901,0.077509
2010-03-30 00:00:00,EURUSD,-0.027116,-0.424235
2010-03-30 00:00:00,USDJPY,0.037121,0.11463
2010-03-31 00:00:00,GBPUSD,0.022939,-0.295472
2010-03-31 00:00:00,USDJPY,0.028302,0.142932
2010-04-01 00:00:00,EURUSD,0.0299,-0.394335
2010-04-01 00:00:00,GBPUSD,0.026966,-0.268506
2010-04-01 00:00:00,USDJPY,0.028631,0.171563
2010-04-02 00:00:00,EURUSD,-0.162295,-0.556629
2010-04-02 00:00:00,GBPUSD,-0.099633,-0.36814
2010-04-02 00:00:00,USDJPY,0.119767,0.29133
2010-04-02 00:00:00,GOLD,-0.219719,0.0
2010-04-05 00:00:00,EURUSD,0.154841,-0.401789
2010-04-05 00:00:00,GBPUSD,0.125439,-0.2427
2010-04-05 00:00:00,USDJPY,-0.058102,0.233228
2010-04-05 00:00:00,GOLD,0.334555,0.334555
2010-04-06 00:00:00,GOLD,0.055725,0.39028
2010-04-07 00:00:00,EURUSD,-0.046771,-0.44856
2010-04-07 00:00:00,USDJPY,0.021968,0.255195
2010-04-07 00:00:00,GOLD,0.059911,0.450191
2010-04-08 00:00:00,GOLD,0.060228,0.51042
2010-04-09 00:00:00,EURUSD,0.028828,-0.419731
2010-04-09 00:00:00,GBPUSD,0.027881,-0.21482
2010-04-09 00:00:00,GOLD,0.073352,0.583771
2010-04-12 00:00:00,EURUSD,0.044345,-0.375386
