signal_time,entry_time,direction,confidence,volume,entry_price,sl,tp,sl_pips,tp_pips,exit_time,exit_price,exit_reason,pnl_pips,pnl_dollars
2024-08-05 19:15:00,2024-08-05 19:30:00,buy,0.40589198075051314,0.01,144.29599999999996,143.99599999999995,144.89599999999996,30.0,60.0,2024-08-05 20:45:00,143.99599999999995,sl,-31.8,-3.18
2024-08-05 22:30:00,2024-08-05 22:45:00,buy,0.41600280931994743,0.01,143.75699999999998,143.45699999999997,144.35699999999997,30.0,60.0,2024-08-06 01:45:00,144.35699999999997,tp,58.2,5.82
2024-08-06 02:15:00,2024-08-06 02:30:00,buy,0.4133660618398863,0.01,145.33799999999997,145.03799999999995,145.93799999999996,30.0,60.0,2024-08-06 03:00:00,145.93799999999996,tp,58.2,5.82
2024-08-06 04:15:00,2024-08-06 04:30:00,buy,0.40693971428290504,0.01,144.682,144.38199999999998,145.28199999999998,30.0,60.0,2024-08-06 05:00:00,144.38199999999998,sl,-31.8,-3.18
2024-08-06 09:15:00,2024-08-06 09:30:00,sell,0.4129514647533273,0.01,145.66000000000003,145.96000000000004,145.06000000000003,30.0,60.0,2024-08-06 11:00:00,145.06000000000003,tp,58.2,5.82
2024-08-06 12:00:00,2024-08-06 12:15:00,buy,0.4636623995371985,0.01,144.88099999999997,144.58099999999996,145.48099999999997,30.0,60.0,2024-08-06 12:30:00,144.58099999999996,sl,-31.8,-3.18
2024-08-06 12:30:00,2024-08-06 12:45:00,buy,0.42074630920876943,0.01,144.76699999999997,144.46699999999996,145.36699999999996,30.0,60.0,2024-08-06 13:00:00,144.46699999999996,sl,-31.8,-3.18
2024-08-06 13:00:00,2024-08-06 13:15:00,buy,0.42159706935417357,0.01,144.88699999999997,144.58699999999996,145.48699999999997,30.0,60.0,2024-08-06 15:30:00,144.58699999999996,sl,-31.8,-3.18
2024-08-06 15:30:00,2024-08-06 15:45:00,buy,0.4048679787616841,0.01,144.61399999999998,144.31399999999996,145.21399999999997,30.0,60.0,2024-08-06 16:15:00,144.31399999999996,sl,-31.8,-3.18
2024-08-06 16:15:00,2024-08-06 16:30:00,buy,0.45832731986165437,0.01,144.236,143.93599999999998,144.83599999999998,30.0,60.0,2024-08-06 17:15:00,144.83599999999998,tp,58.2,5.82
2024-08-06 17:15:00,2024-08-06 17:30:00,buy,0.5327489779741422,0.01,144.92,144.61999999999998,145.51999999999998,30.0,60.0,2024-08-06 17:45:00,144.61999999999998,sl,-31.8,-3.18
2024-08-06 18:00:00,2024-08-06 18:15:00,buy,0.40239138923723666,0.01,144.628,144.32799999999997,145.22799999999998,30.0,60.0,2024-08-06 19:00:00,145.22799999999998,tp,58.2,5.82
2024-08-06 19:00:00,2024-08-06 19:15:00,buy,0.4340810918829199,0.01,145.27499999999998,144.97499999999997,145.87499999999997,30.0,60.0,2024-08-06 22:00:00,144.97499999999997,sl,-31.8,-3.18
2024-08-06 22:00:00,2024-08-06 22:15:00,buy,0.4040254926196491,0.01,145.07699999999997,144.77699999999996,145.67699999999996,30.0,60.0,2024-08-06 22:45:00,144.77699999999996,sl,-31.8,-3.18
2024-08-06 22:45:00,2024-08-06 23:00:00,buy,0.47423810051199283,0.01,144.77199999999996,144.47199999999995,145.37199999999996,30.0,60.0,2024-08-06 23:45:00,144.47199999999995,sl,-31.8,-3.18
2024-08-06 23:45:00,2024-08-07 00:00:00,buy,0.4568042403589245,0.01,144.29899999999998,143.99899999999997,144.89899999999997,30.0,60.0,2024-08-07 03:00:00,144.89899999999997,tp,58.2,5.82
2024-08-07 04:45:00,2024-08-07 05:00:00,buy,0.48202171510165065,0.01,146.73,146.42999999999998,147.32999999999998,30.0,60.0,2024-08-07 05:15:00,146.42999999999998,sl,-31.8,-3.18
2024-08-07 05:15:00,2024-08-07 05:30:00,buy,0.455451831095716,0.01,146.52199999999996,146.22199999999995,147.12199999999996,30.0,60.0,2024-08-07 06:00:00,147.12199999999996,tp,58.2,5.82
