timestamp,equity
2017-01-02 20:00:00,2613.6974591316666
2017-01-03 00:00:00,2587.453459131667
2017-01-03 04:00:00,2602.6294591316673
2017-01-03 08:00:00,2620.8254591316672
2017-01-03 12:00:00,2595.4694591316675
2017-01-03 16:00:00,2578.749459131667
2017-01-03 20:00:00,2586.7054591316673
2017-01-04 00:00:00,2570.6654591316674
2017-01-04 04:00:00,2568.8574591316674
2017-01-04 08:00:00,2553.985758139207
2017-01-04 12:00:00,2552.638758139207
2017-01-04 16:00:00,2560.8677581392067
2017-01-04 20:00:00,2551.687758139207
2017-01-05 00:00:00,2529.067758139207
2017-01-05 04:00:00,2518.6367794711323
2017-01-05 08:00:00,2534.8067794711324
2017-01-05 12:00:00,2506.2227794711325
2017-01-05 16:00:00,2507.7827794711325
2017-01-05 20:00:00,2507.893779471133
2017-01-06 00:00:00,2514.985779471133
2017-01-06 04:00:00,2526.142779471132
2017-01-06 08:00:00,2518.0367794711324
2017-01-06 12:00:00,2523.7037794711323
2017-01-06 16:00:00,2533.612779471132
2017-01-06 20:00:00,2533.7357794711324
2017-01-08 20:00:00,2528.6867794711325
2017-01-09 00:00:00,2525.9357794711323
2017-01-09 04:00:00,2528.5157794711326
2017-01-09 08:00:00,2511.0167794711324
2017-01-09 12:00:00,2513.482779471132
2017-01-09 16:00:00,2497.9157794711327
2017-01-09 20:00:00,2502.7127794711323
2017-01-10 00:00:00,2492.2757794711324
2017-01-10 04:00:00,2497.495779471132
2017-01-10 08:00:00,2497.732779471132
2017-01-10 12:00:00,2482.6909136514487
2017-01-10 16:00:00,2488.0909136514483
2017-01-10 20:00:00,2489.977913651449
2017-01-11 00:00:00,2485.567913651449
2017-01-11 04:00:00,2482.597913651449
2017-01-11 08:00:00,2480.9719136514486
2017-01-11 12:00:00,2515.588645739646
2017-01-11 16:00:00,2492.355160512677
2017-01-11 20:00:00,2488.4031605126765
2017-01-12 00:00:00,2479.9111605126764
2017-01-12 04:00:00,2475.3291605126765
2017-01-12 08:00:00,2465.1366385162055
2017-01-12 12:00:00,2470.9366385162057
2017-01-12 16:00:00,2481.7326385162055
2017-01-12 20:00:00,2481.5906385162057
2017-01-13 00:00:00,2490.382773218965
2017-01-13 04:00:00,2482.4487732189655
2017-01-13 08:00:00,2481.2907732189656
2017-01-13 12:00:00,2486.5907732189653
2017-01-13 16:00:00,2479.4507732189654
