signal_time,entry_time,direction,confidence,volume,entry_price,sl,tp,sl_pips,tp_pips,max_bars,bars_held,peak_pips,exit_time,exit_price,exit_reason,pnl_pips,pnl_dollars
2024-05-15 16:00:00,2024-05-15 16:30:00,buy,0.7491051600106836,0.01,155.53199999999998,155.70600000000002,155.832,10.0,30.0,2,1,27.400000000002933,2024-05-15 16:45:00,155.70600000000002,trail_sl,15.6000000000035,1.5600000000003502
2024-05-31 17:00:00,2024-05-31 17:30:00,buy,0.7503359145324354,0.01,156.88199999999998,157.06300000000002,157.182,10.0,30.0,2,1,28.100000000003433,2024-05-31 17:45:00,157.06300000000002,trail_sl,16.300000000004,1.6300000000004002
2024-06-12 15:15:00,2024-06-12 15:45:00,sell,0.6130355392774546,0.01,156.15000000000003,156.04999999999998,155.85000000000002,10.0,30.0,1,1,20.000000000004547,2024-06-12 16:00:00,156.04999999999998,trail_sl,8.200000000005115,0.8200000000005117
2024-07-05 16:15:00,2024-07-05 16:45:00,buy,0.6195051624378368,0.01,161.27999999999997,161.17999999999998,161.57999999999998,10.0,30.0,1,1,5.300000000002569,2024-07-05 17:00:00,161.17999999999998,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-08 00:00:00,2024-07-08 00:30:00,sell,0.8773778758900441,0.01,160.75700000000003,160.85700000000003,160.45700000000002,10.0,30.0,4,4,9.200000000004138,2024-07-08 01:30:00,160.732,bar_end,0.7000000000034106,0.07000000000034107
2024-07-11 17:00:00,2024-07-11 17:30:00,buy,0.7136842916517526,0.01,158.70099999999996,158.60099999999997,159.00099999999998,10.0,30.0,2,1,9.000000000003183,2024-07-11 17:45:00,158.60099999999997,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-12 02:45:00,2024-07-12 03:15:00,buy,0.6001956228075311,0.01,158.88099999999997,158.95000000000002,159.18099999999998,10.0,30.0,1,1,16.900000000003956,2024-07-12 03:30:00,158.95000000000002,trail_sl,5.100000000004525,0.5100000000004525
2024-07-12 03:45:00,2024-07-12 04:15:00,buy,0.6449012575377326,0.01,159.26099999999997,159.16099999999997,159.56099999999998,10.0,30.0,1,1,4.300000000003479,2024-07-12 04:30:00,159.16099999999997,trail_sl,-11.799999999999432,-1.179999999999943
2024-07-12 05:15:00,2024-07-12 05:45:00,sell,0.7247388886395507,0.01,159.29800000000003,159.39800000000002,158.99800000000002,10.0,30.0,2,2,14.400000000003388,2024-07-12 06:15:00,159.231,bar_end,4.90000000000357,0.490000000000357
2024-07-12 16:15:00,2024-07-12 16:45:00,buy,0.6072490357199396,0.01,158.31499999999997,158.21499999999997,158.61499999999998,10.0,30.0,1,1,4.100000000002524,2024-07-12 17:00:00,158.21499999999997,trail_sl,-11.799999999999432,-1.179999999999943
